id,route,milepost_from,segment_from,milepost_to,segment_to,effective_date,jurisdiction_left,jurisdiction_left_code,jurisdiction_right,jurisdiction_right_code,comments,user_update,year
71347,US095 Con AtoD Pndray,100,032963,100.018,032963,11/13/2013,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71348,US095 Con AtoD Pndray,100.018,032963,100.088,032963,11/13/2013,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71349,US095 Con frm13 Grange,0,016832,0.06,016832,1/1/1978,ITD District 2,3782,ITD District 2,3782,,SYSTEM,2014
71350,US095 Con frm20,0,017755,0.07,017755,1/1/1978,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2014
71351,US095 Con frmFontaine,99.983,D32960,100,D32960,11/13/2013,Ponderay,3010,Ponderay,3010,,SYSTEM,2014
71352,US095 Con frmPiehl,100,D32964,100.015,D32964,11/13/2013,Ponderay,3010,Ponderay,3010,,SYSTEM,2014
71353,US095 Con frmSchweite,100,D32962,100.016,D32962,11/13/2013,Ponderay,3010,Ponderay,3010,,SYSTEM,2014
71354,US095 Con frmTibbets,99.985,D32959,100,D32959,11/13/2013,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71355,US095 Con frmTriangle,100,D32961,100.017,D32961,11/13/2013,Ponderay,3010,Ponderay,3010,,SYSTEM,2014
71356,US095 Con N 475 ON,10,026761,10.05,026761,7/6/2011,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71357,US095 Con S 475 OFF,10,025776,10.049,025776,7/27/2012,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71358,US095 Con to13 Grange,0,016831,0.06,016831,1/1/1978,ITD District 2,3782,ITD District 2,3782,,SYSTEM,2014
71359,US095 Con to20,0,017756,0.03,017756,1/1/1978,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2014
71360,US095 Con to53,10,025563,10.036,025563,9/22/2009,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71361,US095 Con toFontaine,99.984,A32960,100,A32960,11/13/2013,Ponderay,3010,Ponderay,3010,,SYSTEM,2014
71362,US095 Con toloca l00000,10,025562,10.027,025562,9/22/2009,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71363,US095 Con toPiehl,100,A32964,100.019,A32964,11/13/2013,Ponderay,3010,Ponderay,3010,,SYSTEM,2014
71364,US095 Con toSchweiter,100,A32962,100.021,A32962,11/13/2013,Ponderay,3010,Ponderay,3010,,SYSTEM,2014
71365,US095 Con toSH6,100,025521,100.075,025521,9/1/2006,ITD District 2,3782,ITD District 2,3782,,SYSTEM,2014
71366,US095 Con toTibbets,99.984,A32959,100,A32959,11/13/2013,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71367,US095 Con toTriangle,100,A32961,100.02,A32961,11/13/2013,Ponderay,3010,Ponderay,3010,,SYSTEM,2014
71368,US095 Couplet8,9.492,002070,22.129,002070,7/24/1995,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2014
71369,US095 Couplet9,45.44,030838,45.509,030838,2/17/2004,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2014
71370,US095 MainCouplet2,0.063,001547,0.5,001547,9/14/2000,ITD District 2,3782,ITD District 2,3782,,SYSTEM,2014
71371,US095 MainCouplet2,0.5,006418,0.67,006418,7/24/1995,ITD District 2,3782,ITD District 2,3782,,SYSTEM,2014
71372,US095 MainCouplet5,2.145,001870,26.317,001870,9/14/2000,ITD District 2,3782,ITD District 2,3782,,SYSTEM,2014
71373,US095 MainCouplet6,9.97,005659,10,005659,7/6/1992,ITD District 2,3782,ITD District 2,3782,,SYSTEM,2014
71374,US095 MainCouplet7,311.92,001546,312.673,001546,7/24/1995,ITD District 2,3782,ITD District 2,3782,,SYSTEM,2014
71375,US095 MainCoupletA,10,013667,10.086,013667,8/20/2010,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71376,US095 POE LEWISTH S,10,000177,10.327,000177,1/1/2010,ITD District 2,3782,ITD District 2,3782,,SYSTEM,2014
71377,US095 POE LEWISTO N,10,000174,10.352,000174,1/1/2010,ITD District 2,3782,ITD District 2,3782,,SYSTEM,2014
71378,US095 POE LEWISTO S,10,000175,10.376,000175,1/1/2010,ITD District 2,3782,ITD District 2,3782,,SYSTEM,2014
71379,US095 POE MARSING,10.108,015823,10.3,015823,11/2/2009,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2014
71380,US095 POE1 BONNERS,10,029332,10.27,029332,6/6/2000,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71381,US095 POE2 BONNERS,10,025284,10.139,025284,6/6/2000,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71382,US095 Proposed,100,025589,106.231,025589,10/29/2008,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71383,US095 R 001 N OF,0,001560,0.08,001560,6/17/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2014
71384,US095 R 001 N ON,0,001562,0.041,001562,6/17/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2014
71385,US095 R 001 S OF,0,001563,0.029,001563,6/17/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2014
71386,US095 R 001 S ON,0,001561,0.074,001561,6/17/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2014
71387,US095 R 304 N OF,0,001564,0.244,001564,1/1/2010,ITD District 2,3782,ITD District 2,3782,,SYSTEM,2014
71388,US095 R 304 N ON,0,001565,0.347,001565,1/1/2010,ITD District 2,3782,ITD District 2,3782,,SYSTEM,2014
71389,US095 R 304 S ON,0,001567,0.175,001567,1/1/2010,ITD District 2,3782,ITD District 2,3782,,SYSTEM,2014
71390,US095 R 312 N ON,0,001568,0.668,001568,1/1/2010,ITD District 2,3782,ITD District 2,3782,,SYSTEM,2014
71391,US095 R 312 S OF,0,001569,0.552,001569,1/1/2010,ITD District 2,3782,ITD District 2,3782,,SYSTEM,2014
71392,US095 R 318 E ON,0,001571,0.512,001571,1/1/2010,ITD District 2,3782,ITD District 2,3782,,SYSTEM,2014
71393,US095 R 318 W OF,0,001570,0.577,001570,1/1/2010,ITD District 2,3782,ITD District 2,3782,,SYSTEM,2014
71394,US095 R 407 N OF,10,025515,10.495,025515,10/31/2008,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71395,US095 R 407 N ON,10,025514,10.454,025514,10/31/2008,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71396,US095 R 407 S OF,10,025513,10.473,025513,10/31/2008,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71397,US095 R 407 S ON,10,025512,10.502,025512,10/31/2008,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71398,US095 R 430 N OF,0,001573,0.14,001573,1/1/1978,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71399,US095 R 430 N ON,0,001574,0.15,001574,1/1/1978,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71400,US095 R 430 S OF,0,001575,0.12,001575,1/1/1978,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71401,US095 R 430 S ON,0,001572,0.11,001572,1/1/1978,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71402,US095 R 442 N OF,0,026826,0.322,026826,8/29/2013,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71403,US095 R 442 N ON,0,026827,0.37,026827,8/29/2013,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71404,US095 R 442 S OF,0,026828,0.386,026828,8/29/2013,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71405,US095 R 442 S ON,0,026829,0.363,026829,8/29/2013,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71406,US095 R 446 N OF,0,026831,0.263,026831,8/29/2013,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71407,US095 R 446 N ON,0,026832,0.317,026832,8/29/2013,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71408,US095 R 446 S OF,0,026833,0.256,026833,8/29/2013,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71409,US095 R 446 S ON,0,026834,0.372,026834,11/1/2012,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71410,US095 R 449 N OF,0,026892,0.361,026892,8/20/2014,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71411,US095 R 449 N ON,0,026893,0.316,026893,8/20/2014,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71412,US095 R 449 S OF,0,026894,0.359,026894,8/20/2014,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71413,US095 R 449 S ON,0,026895,0.338,026895,8/20/2014,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71414,US095 R 474 N OF,10,026815,10.362,026815,7/27/2012,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71415,US095 R 474 S OF,10,025772,10.222,025772,7/27/2012,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71416,US095 R 474 S ON,10,026807,10.36,026807,7/27/2012,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71417,US095 R 475 N OF,10,025774,10.308,025774,7/27/2012,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71418,US095 R 475 N ON,10,025773,10.271,025773,7/6/2011,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71419,US095 R 475 S OF,10,026814,10.248,026814,7/27/2012,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71420,US095 R 475 S ON,10,025775,10.26,025775,7/27/2012,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71421,US095 RestA MIDVALE,10,000190,10.212,000190,11/25/2009,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2014
71422,US095 RestA SHEEPCR,10,000172,10.12,000172,6/1/1990,ITD District 2,3782,ITD District 2,3782,,SYSTEM,2014
71423,US095 RestA1 MINERAL S,10,000166,10.111,000166,1/1/2010,ITD District 2,3782,ITD District 2,3782,,SYSTEM,2014
71424,US095 RestA2 MINERAL S,10,000167,10.15,000167,1/1/2010,ITD District 2,3782,ITD District 2,3782,,SYSTEM,2014
71425,US095 SCon Weiser,0.24,001551,0.83,001551,6/17/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2014
71426,US095 Spur StLine,323.05,001552,323.19,001552,7/24/1995,ITD District 2,3782,ITD District 2,3782,,SYSTEM,2014
71427,US095 Spur Weiser,0,001550,0.217,001550,6/17/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2014
71428,US095 Spur Weiser,0.217,001550,0.757,001550,6/17/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2014
71429,US095 Spur2 Weiser,82.215,001543,82.337,001543,7/16/1999,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2014
71430,US095 Spur4 Weiser,10,030482,10.034,030482,5/21/2003,Weiser,3440,Weiser,3440,,SYSTEM,2014
71431,US095 Spur5 Weiser,10,030483,10.039,030483,5/21/2003,Weiser,3440,Weiser,3440,,SYSTEM,2014
71432,,0,000932,8.116,000932,6/1/2011,Camas County,130,Camas County,130,,SYSTEM,2014
71433,,0,001050,0.221,001050,9/25/2008,Glenns Ferry,2150,Glenns Ferry,2150,,SYSTEM,2014
71434,,0,001331,2.561,001331,6/18/1979,Oneida County,360,Oneida County,360,,SYSTEM,2014
71435,,0,001542,1.15,001542,1/19/2012,"Payette, City of",2940,"Payette, City of",2940,,SYSTEM,2014
71436,,0,001547,0.063,001547,9/14/2000,Moscow,2720,Moscow,2720,,SYSTEM,2014
71437,,0,001554,0.253,001554,1/1/2011,Bonners Ferry,1690,Bonners Ferry,1690,,SYSTEM,2014
71438,,0,001600,13.429,001600,7/27/2009,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
71439,,0,001661,0.112,001661,9/1/2010,Post Falls Hd,1310,Post Falls Hd,1310,,SYSTEM,2014
71440,,0,001662,0.031,001662,1/1/2010,Coeur D'Alene,1840,Coeur D'Alene,1840,,SYSTEM,2014
71441,,0,001663,1.005,001663,3/1/1997,Kellogg,2450,Kellogg,2450,,SYSTEM,2014
71442,,0,001980,0.06,001980,1/1/1978,Idaho Power,3610,Idaho Power,3610,,SYSTEM,2014
71443,,0,002044,0.449,002044,12/1/2010,Pocatello,3000,Pocatello,3000,,SYSTEM,2014
71444,,0,002045,2.753,002045,12/1/2010,Pocatello,3000,Pocatello,3000,,SYSTEM,2014
71445,,0,002046,0.405,002046,12/1/2010,Pocatello,3000,Pocatello,3000,,SYSTEM,2014
71446,,0,002076,0.611,002076,6/16/2010,Fairfield,2050,Fairfield,2050,,SYSTEM,2014
71447,,0,002131,1.595,002131,2/1/2011,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
71448,,0,002133,8.953,002133,9/1/2009,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
71449,,0,002150,1.432,002150,8/5/2009,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
71450,,0,002193,0.07,002193,7/1/1986,Bonneville County,100,Bonneville County,100,,SYSTEM,2014
71451,,0,002313,5.347,002313,9/1/2006,Burley Hd,880,Burley Hd,880,,SYSTEM,2014
71452,,0,002335,2.652,002335,6/16/2010,Bingham County,60,Bingham County,60,,SYSTEM,2014
71453,,0,002360,5.606,002360,7/1/1986,Franklin County,210,Franklin County,210,,SYSTEM,2014
71454,,0,002429,0.128,002429,6/7/1998,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
71455,,0,002547,0.676,002547,12/31/1984,Glenns Ferry Hd,1040,Glenns Ferry Hd,1040,,SYSTEM,2014
71456,,0,002550,1.621,002550,8/22/2006,Nampa,2780,Nampa,2780,,SYSTEM,2014
71457,,0,002560,4.487,002560,12/1/2012,Nampa Hd #1,1250,Nampa Hd #1,1250,,SYSTEM,2014
71458,,0,002570,0.251,002570,5/20/2013,Eagle,2000,Eagle,2000,,SYSTEM,2014
71459,,0,002580,1.605,002580,1/1/2010,Nampa Hd #1,1250,Nampa Hd #1,1250,,SYSTEM,2014
71460,,0,002590,9.897,002590,9/1/2006,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
71461,,0,002610,4.926,002610,3/1/2011,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
71462,,0,002630,11.734,002630,6/19/2000,Raft River Hd,1340,Raft River Hd,1340,,SYSTEM,2014
71463,,0,002640,4.252,002640,4/1/2011,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
71464,,0,002650,1.034,002650,3/1/2011,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
71465,,0,002680,3.735,002680,1/1/2009,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
71466,,0,002720,1.369,002720,7/22/2010,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
71467,,0,002740,2.014,002740,5/1/2011,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
71468,,0,002760,1.953,002760,3/1/2011,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
71469,,0,002770,0.661,002770,3/1/2011,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
71470,,0,002780,1.502,002780,3/1/2011,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
71471,,0,002790,1.916,002790,3/1/2011,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
71472,,0,002810,3.759,002810,9/1/2004,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
71473,,0,002820,2.141,002820,5/1/2011,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
71474,,0,002870,2.109,002870,3/1/2011,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
71475,,0,002880,0.053,002880,10/24/2013,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
71476,,0,002890,1.166,002890,5/1/2011,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
71477,,0,002910,1.822,002910,3/1/2011,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
71478,,0,002920,1.34,002920,5/1/2011,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
71479,,0,002930,1.935,002930,3/1/2011,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
71480,,0,002940,1.935,002940,5/20/2013,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
71481,,0,002950,0.883,002950,3/1/2011,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
71482,,0,002960,1.139,002960,3/1/2011,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
71483,,0,002980,1.432,002980,3/1/2011,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
71484,,0,003000,0.691,003000,3/1/2011,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
71485,,0,003030,4.29,003030,2/22/2008,Payette Natl Forest,760,Payette Natl Forest,760,,SYSTEM,2014
71486,,0,003040,0.437,003040,5/20/2013,Council,1860,Council,1860,,SYSTEM,2014
71487,,0,003050,6.4,003050,12/31/1984,Adams County,20,Adams County,20,,SYSTEM,2014
71488,,0,003060,3.125,003060,2/22/2008,Adams County,20,Adams County,20,,SYSTEM,2014
71489,,0,003070,3.687,003070,2/22/2008,Adams County,20,Adams County,20,,SYSTEM,2014
71490,,0,003080,2.637,003080,2/22/2008,Adams County,20,Adams County,20,,SYSTEM,2014
71491,,0,003090,1.433,003090,5/20/2013,Pocatello,3000,Pocatello,3000,,SYSTEM,2014
71492,,0,003100,2.664,003100,12/1/2010,Pocatello,3000,Pocatello,3000,,SYSTEM,2014
71493,,0,003110,19.966,003110,6/1/2011,Oneida County,360,Oneida County,360,,SYSTEM,2014
71494,,0,003120,2.061,003120,12/1/2010,Bannock County,30,Bannock County,30,,SYSTEM,2014
71495,,0,003130,1.142,003130,7/30/2008,Bannock County,30,Bannock County,30,,SYSTEM,2014
71496,,0,003140,0.245,003140,11/10/2008,Arimo,1580,Arimo,1580,,SYSTEM,2014
71497,,0,003160,2.015,003160,5/20/2013,Chubbuck,1800,Chubbuck,1800,,SYSTEM,2014
71498,,0,003180,0.956,003180,12/1/2010,Pocatello,3000,Pocatello,3000,,SYSTEM,2014
71499,,0,003200,1.565,003200,12/1/2010,Pocatello,3000,Pocatello,3000,,SYSTEM,2014
71500,,0,003210,1.601,003210,12/1/2010,Pocatello,3000,Pocatello,3000,,SYSTEM,2014
71501,,0,003220,1.613,003220,1/1/2010,Pocatello,3000,Pocatello,3000,,SYSTEM,2014
71502,,0,003230,0.688,003230,12/1/2010,Bannock County,30,Pocatello,3000,,SYSTEM,2014
71503,,0,003240,1.536,003240,12/1/2010,Pocatello,3000,Pocatello,3000,,SYSTEM,2014
71504,,0,003250,2.446,003250,12/1/2010,Pocatello,3000,Pocatello,3000,,SYSTEM,2014
71505,,0,003260,1.154,003260,9/27/2010,Pocatello,3000,Pocatello,3000,,SYSTEM,2014
71506,,0,003280,0.444,003280,1/1/1978,Pocatello,3000,Pocatello,3000,,SYSTEM,2014
71507,,0,003290,3.989,003290,12/1/2010,Pocatello,3000,Pocatello,3000,,SYSTEM,2014
71508,,0,003300,0.326,003300,12/1/2010,Pocatello,3000,Pocatello,3000,,SYSTEM,2014
71509,,0,003310,0.925,003310,12/1/2010,Pocatello,3000,Pocatello,3000,,SYSTEM,2014
71510,,0,003320,0.601,003320,12/1/2010,Pocatello,3000,Pocatello,3000,,SYSTEM,2014
71511,,0,003330,0.936,003330,12/1/2010,Pocatello,3000,Pocatello,3000,,SYSTEM,2014
71512,,0,003340,0.61,003340,11/16/1992,Pocatello,3000,Pocatello,3000,,SYSTEM,2014
71513,,0,003350,21.486,003350,12/18/2009,Bear Lake County,40,Bear Lake County,40,,SYSTEM,2014
71514,,0,003360,7.623,003360,12/8/2009,Bear Lake County,40,Bear Lake County,40,,SYSTEM,2014
71515,,0,003370,6.187,003370,12/17/2009,Bear Lake County,40,Bear Lake County,40,,SYSTEM,2014
71516,,0,003390,19.794,003390,5/20/2013,Benewah County,50,Benewah County,50,,SYSTEM,2014
71517,,0,003400,13.114,003400,5/20/2013,Benewah County,50,Benewah County,50,,SYSTEM,2014
71518,,0,003410,5.735,003410,8/20/2014,Worley Hd,1480,Worley Hd,1480,,SYSTEM,2014
71519,,0,003420,14.111,003420,1/1/1978,Benewah County,50,Benewah County,50,,SYSTEM,2014
71520,,0,003430,10.59,003430,12/31/1984,Bingham County,60,Bingham County,60,,SYSTEM,2014
71521,,0,003440,2.99,003440,12/31/1984,Bingham County,60,Bingham County,60,,SYSTEM,2014
71522,,0,003450,7.1,003450,12/31/1984,Bingham County,60,Bingham County,60,,SYSTEM,2014
71523,,0,003460,12.08,003460,10/9/2007,Bingham County,60,Bingham County,60,,SYSTEM,2014
71524,,0,003470,16.906,003470,1/1/2010,Bingham County,60,Bingham County,60,,SYSTEM,2014
71525,,0,003480,0.23,003480,1/1/1978,Bingham County,60,Bingham County,60,,SYSTEM,2014
71526,,0,003490,5.324,003490,5/19/1998,Bingham County,60,Bingham County,60,,SYSTEM,2014
71527,,0,003500,17.487,003500,7/1/2010,Bingham County,60,Bingham County,60,,SYSTEM,2014
71528,,0,003510,8.274,003510,5/20/2013,Bingham County,60,Bingham County,60,,SYSTEM,2014
71529,,0,003520,1.129,003520,5/20/2013,Blackfoot,1650,Blackfoot,1650,,SYSTEM,2014
71530,,0,003530,1.004,003530,7/1/2010,Blackfoot,1650,Blackfoot,1650,,SYSTEM,2014
71531,,0,003550,5.655,003550,5/20/2013,Bingham County,60,Bingham County,60,,SYSTEM,2014
71532,,0,003560,0.124,003560,7/19/2003,Bingham County,60,Bingham County,60,,SYSTEM,2014
71533,,0,003570,9.687,003570,2/16/2009,Bingham County,60,Bingham County,60,,SYSTEM,2014
71534,,0,003580,2.99,003580,1/1/1978,Bingham County,60,Bingham County,60,,SYSTEM,2014
71535,,0,003600,0.5,003600,1/1/1978,Shelley,3210,Shelley,3210,,SYSTEM,2014
71536,,0,003610,0.035,003610,5/20/2013,Blackfoot,1650,Blackfoot,1650,,SYSTEM,2014
71537,,0,003611,0.441,003611,5/20/2013,Bingham County,60,Bingham County,60,,SYSTEM,2014
71538,,0,003612,0.308,003612,9/1/2006,Blackfoot,1650,Blackfoot,1650,,SYSTEM,2014
71539,,0,003613,0.845,003613,7/1/2010,Blackfoot,1650,Blackfoot,1650,,SYSTEM,2014
71540,,0,003614,0.751,003614,9/1/2006,Blackfoot,1650,Blackfoot,1650,,SYSTEM,2014
71541,,0,003616,0.416,003616,5/20/2013,Blackfoot,1650,Blackfoot,1650,,SYSTEM,2014
71542,,0,003620,0.402,003620,10/2/1998,Blackfoot,1650,Blackfoot,1650,,SYSTEM,2014
71543,,0,003640,1.05,003640,5/24/2001,Blackfoot,1650,Blackfoot,1650,,SYSTEM,2014
71544,,0,003650,1.222,003650,9/1/2006,Blackfoot,1650,Blackfoot,1650,,SYSTEM,2014
71545,,0,003660,0.137,003660,5/20/2013,Bingham County,60,Bingham County,60,,SYSTEM,2014
71546,,0,003670,0.6,003670,1/1/1978,Blackfoot,1650,Blackfoot,1650,,SYSTEM,2014
71547,,0,003680,0.22,003680,7/1/2010,Blackfoot,1650,Blackfoot,1650,,SYSTEM,2014
71548,,0,003690,21.685,003690,10/1/2010,Blaine County,70,Blaine County,70,,SYSTEM,2014
71549,,0,003700,9.13,003700,12/31/1984,Blaine County,70,Blaine County,70,,SYSTEM,2014
71550,,0,003710,2.35,003710,10/29/1987,Blaine County,70,Blaine County,70,,SYSTEM,2014
71551,,0,003720,4.327,003720,7/1/2010,Blaine County,70,Blaine County,70,,SYSTEM,2014
71552,,0,003730,3.99,003730,12/31/1984,Blaine County,70,Blaine County,70,,SYSTEM,2014
71553,,0,003740,3.863,003740,1/1/1997,Blaine County,70,Blaine County,70,,SYSTEM,2014
71554,,0,003750,17.457,003750,5/23/2007,Blaine County,70,Blaine County,70,,SYSTEM,2014
71555,,0,003760,8.731,003760,5/20/2013,Boise County,80,Boise County,80,,SYSTEM,2014
71556,,0,003770,25.05,003770,5/20/2013,Boise County,80,Boise County,80,,SYSTEM,2014
71557,,0,003780,0.573,003780,5/31/1988,Idaho City,2360,Idaho City,2360,,SYSTEM,2014
71558,,0,003790,5.749,003790,9/1/2010,Bonner County,90,Bonner County,90,,SYSTEM,2014
71559,,0,003800,18.781,003800,5/20/2013,Bonner County,90,Bonner County,90,,SYSTEM,2014
71560,,0,003810,5.917,003810,5/30/2013,Bonner County,90,Bonner County,90,,SYSTEM,2014
71561,,0,003820,9.129,003820,5/30/2013,Bonner County,90,Bonner County,90,,SYSTEM,2014
71562,,0,003830,9.01,003830,5/30/2013,Bonner County,90,Bonner County,90,,SYSTEM,2014
71563,,0,003840,1.836,003840,5/20/2013,Dover,1958,Dover,1958,,SYSTEM,2014
71564,,0,003850,2.795,003850,5/30/2013,Bonner County,90,Bonner County,90,,SYSTEM,2014
71565,,0,003860,1.398,003860,7/1/2010,Sandpoint Independent Hd,1370,Sandpoint Independent Hd,1370,,SYSTEM,2014
